708,The Girl with the Dragon Tattoo,2011,$232617430
709,Juno,2007,$232372681
710,Argo,2012,$232325503
711,Mr. Bean's Holiday,2007,$232225908
712,The English Patient,1996,$231976425
713,Sister Act,1992,$231605150
714,Annabelle Comes Home,2019,$231252591
715,Bullet Train,2022,$230893519
716,Constantine,2005,$230884728
717,Get Smart,2008,$230685453
718,Space Jam,1996,$230594962
719,Life Is Beautiful,1998,$230098753
720,The Heat,1996,$229930771
721,Ghostbusters,2016,$229147509
722,Ghost Rider,2007,$228738393
723,Goodbye Mr. Loser,2015,$228122928
724,Paddington 2,2017,$227994792
725,Sleepless in Seattle,1993,$227927165
726,Lethal Weapon 2,1989,$227853986
727,The Green Hornet,2011,$227817248
728,Out of Africa,1985,$227514205
729,Youth,2017,$227091290
730,Baby Driver,2017,$226945087
731,Immortals,2011,$226904017
732,Taken,2008,$226837760
733,Percy Jackson & the Olympians: The Lightning Thief,2010,$226497209
734,Lightyear,2022,$226425420
735,Hansel & Gretel: Witch Hunters,2013,$226349749
736,Valerian and the City of a Thousand Planets,2017,$225973340
737,Good Will Hunting,1997,$225933435
738,Better Days,2019,$225918798
739,Ford v Ferrari,2019,$225508210
740,Jumper,2008,$225132113
741,Elf,2003,$225097437
742,The Social Network,2010,$224920375
743,Chicken Run,2000,$224874811
744,Con Air,1997,$224012234
745,Interview with the Vampire: The Vampire Chronicles,1994,$223664608
746,Flightplan,2005,$223387299
747,Yes Man,2008,$223241637
748,Non-Stop,2014,$222809600
749,Honey, I Shrunk the Kids,1989,$222724172
750,Fahrenheit 9/11,2004,$222446882
751,Wild Wild West,1999,$222104681
752,My Country, My Parents,2021,$221831086
753,Geostorm,2017,$221600160
754,Presumed Innocent,1990,$221303188
755,Jungle Cruise,2021,$220889446
756,Scary Movie 3,2003,$220673217
757,Collateral,2004,$220239925
758,Inferno,2016,$220021259
759,Knocked Up,2007,$219922417
760,Green Lantern,2011,$219851172
761,What Happens in Vegas,2008,$219375562
762,It's Complicated,2009,$219103655
763,The Terminal,2004,$219100084
764,Captain Phillips,2013,$218791811
765,The Prince of Egypt,1998,$218613188
766,Jack Reacher,2012,$218340595
767,Kingdom of Heaven,2005,$218122627
768,The Emoji Movie,2017,$217776646
769,Too Cool to Kill,2022,$217254604
770,Dracula Untold,2014,$217124280
771,Central Intelligence,2016,$216972543
772,Million Dollar Baby,2004,$216763646
773,The Help,2011,$216639112
774,Twins,1988,$216614388
775,Little Women,2019,$216601214
776,Valentine's Day,2010,$216528528
777,Bad Teacher,2011,$216197492
778,A Little Red Flower,2020,$216000000
779,The Croods: A New Age,2020,$215905815
780,Clear and Present Danger,1994,$215887717
781,One Hundred and One Dalmatians,1961,$215880014
782,Ted 2,2015,$215863606
783,Dracula,1992,$215862692
784,Vertical Limit,2000,$215663859
785,Ghostbusters II,1989,$215394738
786,The Patriot,2000,$215294342
787,The Sorcerer's Apprentice,2010,$215283742
788,Just Go with It,2011,$214945591
789,The Expendables 3,2014,$214657577
790,Dirty Dancing,1987,$214577242
791,Creed II,2018,$214215889
792,Smallfoot,2018,$214115531
793,Public Enemies,2009,$214104620
794,The Bourne Identity,2002,$214034224
795,Disclosure,1994,$214015089
796,Pulp Fiction,1994,$213928762
797,The Aviator,2004,$213719942
798,Crouching Tiger, Hidden Dragon,2000,$213525736
799,Braveheart,1995,$213216216
800,Into the Woods,2014,$212902372
801,Bedtime Stories,2008,$212874864
802,Miss Congeniality,2000,$212742720
803,Entrapment,1999,$212404396
804,Ace Ventura: When Nature Calls,1995,$212385533
805,End of Days,1999,$211989043
806,Bridget Jones's Baby,2016,$211952420
807,Fury,2014,$211822697
808,Battle Los Angeles,2011,$211819354
809,Australia,2008,$211787511
810,Due Date,2010,$211780824
811,Master and Commander: The Far Side of the World,2003,$211622535
812,A Series of Unfortunate Events,2004,$211468235
813,The Little Mermaid,1989,$211343479
814,Nice View,2022,$211019042
815,District 9,2009,$210888950
816,Moonraker,1979,$210308099
817,The Others,2001,$209947037
818,Horrible Bosses,2011,$209838559
819,Us and Them,2018,$209221380
820,Red Dragon,2002,$209196298
821,Tomorrowland,2015,$209035668
822,Me Before You,2016,$208314186
823,Safe House,2012,$208076205
824,S.W.A.T.,2003,$207725639
825,The Fast and the Furious,2001,$207517509
826,Traffic,2000,$207515725
827,Paranormal Activity 3,2011,$207039844
828,Philadelphia,1993,$206678440
829,The Conjuring: The Devil Made Me Do It,2021,$206401480
830,Sleepy Hollow,1999,$206071502
831,The Holiday,2006,$205850134
832,The Jungle Book,1967,$205843612
833,Raging Fire,2021,$205842393
834,London Has Fallen,2016,$205754447
835,The Break-Up,2006,$205668210
836,Journey to the West,2013,$205637183
837,The Ugly Truth,2009,$205599393
838,JFK,1991,$205405498
839,White House Down,2013,$205366737
840,Birds of Prey,2020,$205322941
841,A Dog's Purpose,2017,$205035819
842,Ponyo,2008,$204826668
843,Fun with Dick and Jane,2005,$204681899
844,Eat Pray Love,2010,$204594016
845,Ghostbusters: Afterlife,2021,$204334455
846,You Don't Mess with the Zohan,2008,$204313400
847,The Addams Family,2019,$203785209
848,Hairspray,2007,$203627753
849,King Arthur,2004,$203567857
850,Yogi Bear,2010,$203509374
851,Everest,2015,$203427584
852,Vanilla Sky,2001,$203388341
853,Arrival,2016,$203388186
854,Need for Speed,2014,$203277636
855,Garfield,2004,$203172417
856,Patch Adams,1998,$202292902
857,Teenage Mutant Ninja Turtles,1990,$202084756
858,Kindergarten Cop,1990,$201957688
859,Straight Outta Compton,2015,$201634991
860,21 Jump Street,2012,$201585328
861,Valkyrie,2008,$201545517
862,Open Season,2006,$200811689
863,Cats & Dogs,2001,$200687492
864,The Hunt for Red October,1990,$200512643
865,Percy Jackson: Sea of Monsters,2013,$199850315
866,Two Weeks Notice,2002,$199043471
867,RED,2010,$199006387
868,Shock Wave 2,2020,$198921659
869,City of Angels,1998,$198685114
870,The Pacifier,2005,$198636868
871,50 First Dates,2004,$198520934
872,Total Recall,2012,$198467168
873,The Island,2018,$198326350
874,The Impossible,2012,$198087212
875,Lost in Thailand,2012,$197757387
876,Christopher Robin,2018,$197744377
877,Jack the Giant Slayer,2013,$197687603
878,Smurfs: The Lost Village,2017,$197183546
879,Chinese Doctors,2021,$197143218
880,Spy Kids 3: Game Over,2003,$197101678
881,Panic Room,2002,$197079546
882,The Other Woman,2014,$196710396
883,Stargate,1994,$196567262
884,Beowulf,2007,$196393745
885,The Vow,2012,$196114570
886,Anger Management,2003,$195745823
887,Tropic Thunder,2008,$195702963
888,The Shape of Water,2017,$195333312
889,Rocketman,2019,$195320400
890,The Pelican Brief,1993,$195268056
891,The BFG,2016,$195243411
892,The Intern,2015,$194564672
893,Wallace & Gromit: The Curse of the Were-Rabbit,2005,$194137091
894,Gnomeo & Juliet,2011,$193967670
895,The Sum of All Fears,2002,$193921372
896,Gangs of New York,2002,$193772504
897,The Monkey King 2,2016,$193678298
898,Paranormal Activity,2009,$193355800
899,Weathering with You,2019,$193331686
900,The Lego Movie 2: The Second Part,2019,$192456290
901,The Equalizer,2014,$192330738
902,Downton Abbey,2019,$192199131
903,Sheep Without a Shepherd,2019,$191602146
904,The Addams Family,1991,$191502426
905,The Longest Yard,2005,$191466556
906,The Lost City,2022,$190844029
907,The Santa Clause,1994,$190539357
908,Cheaper by the Dozen,2003,$190538630
909,The Equalizer 2,2018,$190400157
910,Hollow Man,2000,$190213455
911,Outbreak,1995,$189859560
912,The White Storm 2: Drug Lords,2019,$189396380
913,The X Files,1998,$189176423
914,Breakup Buddies,2014,$189017596
915,Rambo III,1988,$189015611
916,The Secret Life of Walter Mitty,2013,$188133322
917,Project Gutenberg,2018,$188116796
918,Jaws 2,1978,$187884007
919,12 Years a Slave,2013,$187733202
920,Heat,1995,$187436818
921,Mr. Popper's Penguins,2011,$187361754
922,The Grudge,2004,$187281115
923,I Now Pronounce You Chuck & Larry,2007,$187134117
924,The Horse Whisperer,1998,$186883563
925,Walk the Line,2005,$186797986
926,Jian Bing Man,2015,$186699768
927,DC League of Super-Pets,2022,$186329725
928,The Jungle Book 2,2003,$186303759
929,The Final Destination,2009,$186167139
930,Atlantis: The Lost Empire,2001,$186053725
931,Inside Man,2006,$186003591
932,The Waterboy,1998,$185991646
933,Hugo,2011,$185770310
934,Pitch Perfect 3,2017,$185400345
935,Watchmen,2009,$185382813
936,The Birdcage,1996,$185260553
937,Moulin Rouge!,2001,$184935320
938,Snow White and the Seven Dwarfs,1937,$184925486
939,Hop,2011,$184367145
940,Bad Moms,2016,$183936074
941,Jupiter Ascending,2015,$183887723
942,Knowing,2007,$183658498
943,102 Dalmatians,2000,$183611771
944,Storks,2016,$183510278
945,Stand by Me Doraemon,2014,$183442714
946,Paul Blart: Mall Cop,2009,$183348429
947,Wayne's World,1992,$183097323
948,Maverick,1994,$183031272
949,Mirror Mirror,2012,$183018522
950,The Man in the Iron Mask,1998,$182968902
951,Cape Fear,1991,$182291969
952,The Haunted Mansion,2003,$182290266
953,The Monkey King Havoc in Heavens Palace,2014,$182206924
954,While You Were Sleeping,1995,$182057016
955,The Bridges of Madison County,1995,$182016617
956,From Vegas to Macau III,2016,$181732879
957,Poseidon,2006,$181674817
958,The First Wives Club,1996,$181489203
959,Cliff Walkers,2021,$181325565
960,Scooby-Doo 2: Monsters Unleashed,2004,$181239132
961,Hot Shots!,1991,$181096164
962,Road to Perdition,2002,$181001478
963,Kill Bill: Vol. 1,2003,$180906076
964,Abominable,2019,$180734901
965,The Scorpion King,2002,$180630907
966,Sweet Home Alabama,2002,$180622424
967,Daddy's Home 2,2017,$180613824
968,Hacksaw Ridge,2016,$180563636
969,Deja Vu,2006,$180557550
970,The Post,2017,$180419276
971,Dangerous Minds,1995,$179519401
972,The Dictator,2012,$179379533
973,The League of Extraordinary Gentlemen,2003,$179265204
974,Allegiant,2016,$179246868
975,Daredevil,2003,$179179718
976,City Slickers,1991,$179033791
977,He's Just Not That Into You,2009,$178866158
978,Eagle Eye,2008,$178767383
979,Along Came Polly,2004,$178311729
980,Flushed Away,2006,$178281554
981,Scary Movie 4,2006,$178262620
982,Dante's Peak,1997,$178127760
983,Brokeback Mountain,2005,$178062759
984,Patriot Games,1992,$178051587
985,Flubber,1997,$177977226
986,Baywatch,2017,$177856751
987,Double Jeopardy,1999,$177841558
988,War Horse,2011,$177584879
989,Paranormal Activity 2,2010,$177512032
990,How to Lose a Guy in 10 Days,2003,$177502387
991,Alien vs. Predator,2004,$177427090
992,Hero,2002,$177395557
993,The 40-Year-Old Virgin,2005,$177378645
994,The Butler,2013,$177313795
995,The Haunting,1999,$177311151
996,The Descendants,2011,$177243185
997,The A-Team,2010,$177238796
998,Tootsie,1982,$177200271
999,In the Line of Fire,1993,$176997168
1,000,Analyze This,1999,$176885658
1,001,The Hitman's Bodyguard,2017,$176600207
1,002,Looper,2012,$176506819
1,003,Serial (Bad) Weddings,2014,$176404493
1,004,Ip Man 4: The Finale,2019,$176345966
1,005,Dr. Dolittle 2,2001,$176104344
1,006,The Italian Job,2003,$176070171
1,007,The Bucket List,2007,$175372502
1,008,Sleeping with the Enemy,1991,$174999005
1,009,Cowboys & Aliens,2011,$174822325
1,010,The Mule,2018,$174804407
1,011,George of the Jungle,1997,$174463257
1,012,Evan Almighty,2007,$174440724
1,013,Amélie,2001,$174122191
1,014,Identity Thief,2013,$173965010
1,015,The Nutcracker and the Four Realms,2018,$173961069
1,016,Big Momma's House,2000,$173959438
1,017,In Time,2011,$173930596
1,018,Operation Mekong,2016,$173839072
1,019,Anchorman 2: The Legend Continues,2013,$173649931
1,020,Creed,2015,$173578883
1,021,Gemini Man,2019,$173469516
1,022,The Girl on the Train,2016,$173185859
1,023,The Grand Budapest Hotel,2014,$173082189
1,024,Scream,1996,$173046663
1,025,Cold Mountain,2003,$173013509
1,026,Black Hawk Down,2001,$172989651
1,027,The Santa Clause 2,2002,$172855065
1,028,Cloverfield,2008,$172394180
1,029,Scream 2,1997,$172363301
1,030,Couples Retreat,2009,$171844840
1,031,Antz,1998,$171757863
1,032,Blood Diamond,2006,$171720398
1,033,Jackass 3D,2010,$171685792
1,034,No Country for Old Men,2007,$171627166
1,035,Spies in Disguise,2019,$171616764
1,036,John Wick: Chapter 2,2017,$171547802
1,037,Cocktail,1988,$171504781
1,038,Chinese Zodiac,2012,$171339013
1,039,Mr. Deeds,2002,$171269535
1,040,Contact,1997,$171120329
1,041,Superbad,2007,$170812526
1,042,Nope,2022,$170715740
1,043,The Other Guys,2010,$170458922
1,044,The Specialist,1994,$170362582
1,045,Olympus Has Fallen,2013,$170270201
1,046,Starsky & Hutch,2004,$170268750
1,047,Shall We Dance,2004,$170128460
1,048,Princess Mononoke,1999,$170005875
1,049,Stuart Little 2,2002,$169956806
1,050,Zookeeper,2011,$169852759
1,051,Ghost in the Shell,2017,$169846945
1,052,Dumb and Dumber To,2014,$169837010
1,053,Seven Pounds,2008,$169748929
1,054,The Emperor's New Groove,2000,$169661687
1,055,Wonder Woman 1984,2020,$169602006
1,056,Meet the Robinsons,2007,$169333034
1,057,12 Monkeys,1995,$168839459
1,058,The Suicide Squad,2021,$168657565
1,059,Dodgeball: A True Underdog Story,2004,$168423227
1,060,Hellboy II: The Golden Army,2008,$168319243
1,061,Insidious: The Last Key,2018,$167885588
1,062,Fantastic Four,2015,$167882881
1,063,Unstoppable,2010,$167805466
1,064,Magic Mike,2012,$167800003
1,065,Three Men and a Baby,1987,$167780960
1,066,Alexander,2004,$167298192
1,067,Up in the Air,2009,$166842739
1,068,Jujutsu Kaisen 0: The Movie,2021,$166368128
1,069,Nutty Professor II: The Klumps,2000,$166339890
1,070,Sleepers,1996,$165615285
1,071,Bridge of Spies,2015,$165478348
1,072,The Princess Diaries,2001,$165335153
1,073,The Muppets,2011,$165184237
1,074,The Huntsman: Winter's War,2016,$164989338
1,075,Saw III,2006,$164874275
1,076,Six Days Seven Nights,1998,$164839294
1,077,Bringing Down the House,2003,$164729679
1,078,Deep Blue Sea,1999,$164648142
1,079,Speed 2: Cruise Control,1997,$164508066
1,080,Daddy Day Care,2003,$164433867
1,081,The Spiderwick Chronicles,2008,$164170327
1,082,The Pink Panther,2006,$164115897
1,083,Four Christmases,2008,$164112721
1,084,The Ring Two,2005,$163995949
1,085,From Vegas to Macau II,2015,$163877532
1,086,Morbius,2022,$163865530
1,087,Miami Vice,2006,$163794509
1,088,Space Jam: A New Legacy,2021,$163732928
1,089,Burn After Reading,2008,$163728902
1,090,Pokémon: The First Movie - Mewtwo Strikes Back,1999,$163644662
1,091,The Happening,2008,$163403799
1,092,Talladega Nights: The Ballad of Ricky Bobby,2006,$163362095
1,093,World Trade Center,2006,$163247198
1,094,The Island,2005,$162949164
1,095,The Interpreter,2005,$162944923
1,096,Dick Tracy,1990,$162738726
1,097,27 Dresses,2008,$162655351
1,098,The Magnificent Seven,2016,$162360636
1,099,Memoirs of a Geisha,2005,$162242962
1,100,Eyes Wide Shut,1999,$162242684
1,101,Jack Reacher: Never Go Back,2016,$162146076
1,102,Insidious: Chapter 2,2013,$161919318
1,103,Limitless,2011,$161849455
1,104,Scream 3,2000,$161834276
1,105,Flight,2012,$161772375
1,106,Payback,1999,$161626121
1,107,Into the Storm,2014,$161515959
1,108,Unbroken,2014,$161459297
1,109,Alien: Resurrection,1997,$161376069
1,110,The Sacrifice,2020,$161047608
1,111,Born on the Fourth of July,1989,$161001698
1,112,Freaky Friday,2003,$160846332
1,113,Legends of the Fall,1994,$160638883
1,114,The Predator,2018,$160542134
1,115,Johnny English,2003,$160466000
1,116,Three Billboards Outside Ebbing, Missouri,2017,$160260573
1,117,The War of the Roses,1989,$160188546
1,118,Underworld: Awakening,2012,$160112671
1,119,Lara Croft Tomb Raider: The Cradle of Life,2003,$160099222
1,120,Johnny English Reborn,2011,$160078586
1,121,Alien³,1992,$159814498
1,122,Norbit,2007,$159814490
1,123,21,2008,$159808370
1,124,Stepmom,1998,$159710793
1,125,The Black Phone,2022,$159568230
1,126,The Sound of Music,1965,$159428329
1,127,The Jackal,1997,$159330280
1,128,Step Up 3D,2010,$159291809
1,129,Daylight,1996,$159212469
1,130,Happy Feet Two,2011,$159197038
1,131,Unforgiven,1992,$159167799
1,132,Johnny English Strikes Again,2018,$158972499
1,133,The Fast and the Furious: Tokyo Drift,2006,$158964610
1,134,Focus,2015,$158762963
1,135,Sin City,2005,$158733820
1,136,Goosebumps,2015,$158261424
1,137,Days of Thunder,1990,$157920733
1,138,Final Destination 5,2011,$157887643
1,139,Don't Breathe,2016,$157761002
1,140,Hustlers,2019,$157563598
1,141,Crimson Tide,1995,$157387195
1,142,The Matrix Resurrections,2021,$157297525
1,143,The Book of Eli,2010,$157107755
1,144,Ip Man 3,2015,$157029618
1,145,The Climbers,2019,$156892866
1,146,P.S. I Love You,2007,$156846321
1,147,The Monuments Men,2014,$156706638
1,148,Mystic River,2003,$156595191
1,149,Under Siege,1992,$156563139
1,150,This Means War,2012,$156491279
1,151,The Hateful Eight,2015,$156480177
1,152,Licence to Kill,1989,$156167015
1,153,The Sting,1973,$156000000
1,154,Rocky Balboa,2006,$155929020
1,155,Escape Room,2019,$155712077
1,156,Hannah Montana: The Movie,2009,$155545279
1,157,Monster-in-Law,2005,$155457327
1,158,Dreamgirls,2006,$155430335
1,159,The Accountant,2016,$155160045
1,160,Bayside Shakedown 2,2003,$155138312
1,161,Blade II,2002,$155010032
1,162,Maid in Manhattan,2002,$154906693
1,163,Cool Runnings,1993,$154856263
1,164,Lone Survivor,2013,$154802912
1,165,The Phantom of the Opera,2004,$154674241
1,166,Yesterday,2019,$154608507
1,167,Ride Along,2014,$154468902
1,168,House of Gucci,2021,$154252533
1,169,Kill Bill: Vol. 2,2004,$154118820
1,170,The Town,2010,$154026136
1,171,Peter Rabbit 2: The Runaway,2021,$153901717
1,172,Gremlins,1984,$153897221
1,173,Free Willy,1993,$153709806
1,174,Another 48 Hrs.,1990,$153518974
1,175,Sweeney Todd: The Demon Barber of Fleet Street,2007,$153383627
1,176,Monkey King: Hero Is Back,2015,$153262397
1,177,The Devil's Advocate,1997,$152944660
1,178,Tower Heist,2011,$152930623
1,179,Duckweed,2017,$152894264
1,180,Chocolat,2000,$152699976
1,181,Backdraft,1991,$152368585
1,182,A Time to Kill,1996,$152266007
1,183,Date Night,2010,$152263880
1,184,Vantage Point,2008,$152039882
1,185,Phenomenon,1996,$152036382
1,186,Congo,1995,$152022101
1,187,Surf's Up,2007,$152005713
1,188,Big,1988,$151927281
1,189,Jackass Presents: Bad Grandpa,2013,$151826547
1,190,47 Ronin,2013,$151783839
1,191,Midnight in Paris,2011,$151672318
1,192,Red Sparrow,2018,$151572634
1,193,The Bone Collector,1999,$151493655
1,194,Step Up 2: The Streets,2008,$150988382
1,195,Darkest Hour,2017,$150847274
1,196,Gods of Egypt,2015,$150680864
1,197,Broken Arrow,1996,$150270147
1,198,The Taking of Pelham 123,2009,$150166126
1,199,A Writer's Odyssey,2021,$150123320
1,200,I Am Number Four,2011,$149878437
